ADDRESS,LATITUDE,LONGITUDE,ALTITUDE,ALTITUDE IN,2030 Med,Damage 2030,Damage Done 30,2060 Med,Damage 2060,Damage Done 60,LOT SIZE,CITY,COUNTY,LIST PRICE,ZIP CODE,year
6484 INDIAN CREEK DR,25.847923,-80.121749,5,60,11,102517.6733,22482.32667,21,227496.1828,-102496.1828,10695.63624,Miami Beach,Miami-Dade County,125000,33141,2015
8701 NE 4 AV,25.863152,-80.192825,2.4,28.8,11,102517.6733,22482.32667,21,227496.1828,-102496.1828,10695.63624,Miami Shores,Miami-Dade County,125000,33138,2014
6484 Indian Creek Dr,25.847923,-80.121749,13.9,166.8,11,102517.6733,22282.32667,21,227496.1828,-102696.1828,10695.63624,Miami Beach,Miami-Dade County,124800,33141,2017
9023 NE 4 RD,25.863152,-80.192825,5,60,11,102517.6733,20482.32667,21,227496.1828,-104496.1828,10695.63624,Miami Shores,Miami-Dade County,123000,33138,2014
7904 WEST DR,25.849217,-80.159782,7.1,85.2,11,102517.6733,17982.32667,21,227496.1828,-106996.1828,10695.63624,North Bay Village,Miami-Dade County,120500,33141,2014
160 NE 60th St,25.830823,-80.193105,13.9,166.8,11,42653.25,77346.75,21,94651.5,25348.5,4450,Miami,Miami-Dade County,120000,33137,2017
6484 Indian Creek DR,25.847923,-80.121749,2.8,33.6,11,102517.6733,17482.32667,21,227496.1828,-107496.1828,10695.63624,Miami Beach,Miami-Dade County,120000,33141,2017
6484 INDIAN CREEK DR,25.847923,-80.121749,13.9,166.8,11,102517.6733,17482.32667,21,227496.1828,-107496.1828,10695.63624,Miami Beach,Miami-Dade County,120000,33141,2015
6490 COLLINS AV,25.847933,-80.12057,3.4,40.8,11,102517.6733,17382.32667,21,227496.1828,-107596.1828,10695.63624,Miami Beach,Miami-Dade County,119900,33141,2014
310 NE 57th St,25.827644,-80.189634,0.3,3.6,11,47925,71075,21,106350,12650,5000,Miami,Miami-Dade County,119000,33137,2018
5701 NE 3rd Ave,25.828135,-80.189787,8.5,102,11,102517.6733,12482.32667,21,227496.1828,-112496.1828,10695.63624,Miami,Miami-Dade County,115000,33137,2015
152 NE 60th St,25.83082,-80.193255,7.1,85.2,11,102517.6733,12482.32667,21,227496.1828,-112496.1828,10695.63624,Miami,Miami-Dade County,115000,33137,2015
8833 NE 4TH AVENUE RD,25.85657,-80.186994,13.9,166.8,11,102517.6733,12482.32667,21,227496.1828,-112496.1828,10695.63624,Miami,Miami-Dade County,115000,33138,2014
6484 Ind.Creek dr,25.851854,-80.138726,7,84,11,102517.6733,7482.326669,21,227496.1828,-117496.1828,10695.63624,Miami Beach,Miami-Dade County,110000,33141,2019
6484 Ind. Creek Dr,25.851854,-80.138726,2.9,34.8,11,102517.6733,7482.326669,21,227496.1828,-117496.1828,10695.63624,Miami Beach,Miami-Dade County,110000,33141,2018
6498 Collins Ave,25.848261,-80.120582,5,60,11,102517.6733,7482.326669,21,227496.1828,-117496.1828,10695.63624,Miami Beach,Miami-Dade County,110000,33141,2018
6484 Indian Creek Drive,25.847923,-80.121749,3.4,40.8,11,102517.6733,7482.326669,21,227496.1828,-117496.1828,10695.63624,Miami Beach,Miami-Dade County,110000,33141,2018
6498 Collins Ave,25.848261,-80.120582,8.5,102,11,102517.6733,7482.326669,21,227496.1828,-117496.1828,10695.63624,Miami Beach,Miami-Dade County,110000,33141,2016
6498 Collins Ave,25.848261,-80.120582,13.9,166.8,11,102517.6733,7482.326669,21,227496.1828,-117496.1828,10695.63624,Miami Beach,Miami-Dade County,110000,33141,2015
6498 COLLINS AV,25.848261,-80.120582,13.9,166.8,11,102517.6733,7482.326669,21,227496.1828,-117496.1828,10695.63624,Miami Beach,Miami-Dade County,110000,33141,2015
6484 Indian Creek Dr,25.847923,-80.121749,0.4,4.8,11,102517.6733,6382.326669,21,227496.1828,-118596.1828,10695.63624,Miami Beach,Miami-Dade County,108900,33141,2017
6484 Indian Creek,25.847923,-80.121749,13.9,166.8,11,102517.6733,2482.326669,21,227496.1828,-122496.1828,10695.63624,Miami Beach,Miami-Dade County,105000,33141,2019
6484 INDIAN CREEK DR,25.847923,-80.121749,5,60,11,102517.6733,2482.326669,21,227496.1828,-122496.1828,10695.63624,Miami Beach,Miami-Dade County,105000,33141,2015
6484 INDIAN CREEK DR,25.847923,-80.121749,6.3,75.6,11,102517.6733,-1517.673331,21,227496.1828,-126496.1828,10695.63624,Miami Beach,Miami-Dade County,101000,33141,2014
6490 COLLINS AV,25.847933,-80.12057,1.6,19.2,11,102517.6733,-2517.673331,21,227496.1828,-127496.1828,10695.63624,Miami Beach,Miami-Dade County,100000,33141,2015
294 NE 57TH ST,25.827744,-80.190067,0.3,3.6,11,102517.6733,-2617.673331,21,227496.1828,-127596.1828,10695.63624,Miami,Miami-Dade County,99900,33137,2015
320 NE 76th St,25.844641,-80.190727,6.8,81.6,11,102517.6733,-2617.673331,21,227496.1828,-127596.1828,10695.63624,Miami,Miami-Dade County,99900,33138,2016
6484 INDIAN CREEK DR,25.847923,-80.121749,1.3,15.6,11,102517.6733,-3517.673331,21,227496.1828,-128496.1828,10695.63624,Miami Beach,Miami-Dade County,99000,33141,2015
6484 INDIAN CREEK DR,25.847923,-80.121749,0.3,3.6,11,102517.6733,-3517.673331,21,227496.1828,-128496.1828,10695.63624,Miami Beach,Miami-Dade County,99000,33141,2015
6484 INDIAN CREEK DR,25.847923,-80.121749,1.4,16.8,11,102517.6733,-4517.673331,21,227496.1828,-129496.1828,10695.63624,Miami Beach,Miami-Dade County,98000,33141,2015
6484 Indian Creek Drive,25.847923,-80.121749,2.2,26.4,11,102517.6733,-5517.673331,21,227496.1828,-130496.1828,10695.63624,Miami Beach,Miami-Dade County,97000,33141,2018
6484 Indian Creek,25.847923,-80.121749,0.7,8.4,11,102517.6733,-6517.673331,21,227496.1828,-131496.1828,10695.63624,Miami Beach,Miami-Dade County,96000,33141,2016
770 NE 91 ST,25.863152,-80.192825,5,60,11,102517.6733,-7517.673331,21,227496.1828,-132496.1828,10695.63624,Miami Shores,Miami-Dade County,95000,33138,2015
6484 INDIAN CREEK DR,25.847923,-80.121749,0.4,4.8,11,102517.6733,-7517.673331,21,227496.1828,-132496.1828,10695.63624,Miami Beach,Miami-Dade County,95000,33141,2015
6484 INDIAN CREEK DR,25.847923,-80.121749,3.3,39.6,11,102517.6733,-7517.673331,21,227496.1828,-132496.1828,10695.63624,Miami Beach,Miami-Dade County,95000,33141,2015
200 76 ST,25.861147,-80.121384,3.6,43.2,11,102517.6733,-7517.673331,21,227496.1828,-132496.1828,10695.63624,Miami Beach,Miami-Dade County,95000,33141,2014
2243 CALAIS DR,25.853279,-80.144687,13.9,166.8,11,102517.6733,-7517.673331,21,227496.1828,-132496.1828,10695.63624,Miami Beach,Miami-Dade County,95000,33141,2012
168 NE 58 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,-9517.673331,21,227496.1828,-134496.1828,10695.63624,Miami,Miami-Dade County,93000,33137,2015
6484 INDIAN CREEK DR,25.847923,-80.121749,13.9,166.8,11,102517.6733,-10517.67333,21,227496.1828,-135496.1828,10695.63624,Miami Beach,Miami-Dade County,92000,33141,2015
6484 INDIAN CREEK,25.847923,-80.121749,2.4,28.8,11,102517.6733,-12517.67333,21,227496.1828,-137496.1828,10695.63624,Miami,Miami-Dade County,90000,33141,2016
200 76 ST,25.861147,-80.121384,13.9,166.8,11,102517.6733,-12517.67333,21,227496.1828,-137496.1828,10695.63624,Miami Beach,Miami-Dade County,90000,33141,2014
6484 Indian Creek Drive,25.847923,-80.121749,13.9,166.8,11,102517.6733,-17517.67333,21,227496.1828,-142496.1828,10695.63624,Miami Beach,Miami-Dade County,85000,33141,2016
6484 INDIAN CREEK DR,25.847923,-80.121749,1.3,15.6,11,102517.6733,-22517.67333,21,227496.1828,-147496.1828,10695.63624,Miami Beach,Miami-Dade County,80000,33141,2016
200 76 ST,25.861147,-80.121384,13.9,166.8,11,102517.6733,-22517.67333,21,227496.1828,-147496.1828,10695.63624,Miami Beach,Miami-Dade County,80000,33141,2015
348 NE 58 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,-22617.67333,21,227496.1828,-147596.1828,10695.63624,Miami,Miami-Dade County,79900,33137,2015
6484 INDIAN CREEK DR,25.847923,-80.121749,1,12,11,102517.6733,-23517.67333,21,227496.1828,-148496.1828,10695.63624,Miami Beach,Miami-Dade County,79000,33141,2016
6484 INDIAN CREEK DR,25.847923,-80.121749,5,60,11,102517.6733,-25517.67333,21,227496.1828,-150496.1828,10695.63624,Miami Beach,Miami-Dade County,77000,33141,2016
260 NE 58th Ter,25.828942,-80.190737,2.9,34.8,11,39777.75,35222.25,21,88270.5,-13270.5,4150,Miami,Miami-Dade County,75000,33137,2016
7701 NE 3 CT,25.847532,-80.189781,13.9,166.8,11,102517.6733,-30017.67333,21,227496.1828,-154996.1828,10695.63624,Miami,Miami-Dade County,72500,33138,2014
315 NE 55TH ST,25.826283,-80.189552,5,60,11,102517.6733,-33517.67333,21,227496.1828,-158496.1828,10695.63624,Miami,Miami-Dade County,69000,33137,2015
351 NE 77 ST,25.855374,-80.193103,2.9,34.8,11,102517.6733,-34517.67333,21,227496.1828,-159496.1828,10695.63624,Miami,Miami-Dade County,68000,33138,2014
254 NE 58th Ter,25.82894,-80.190889,6,72,11,39777.75,20222.25,21,88270.5,-28270.5,4150,Miami,Miami-Dade County,60000,33137,2017
353 NE 57 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,-42517.67333,21,227496.1828,-167496.1828,10695.63624,Miami,Miami-Dade County,60000,33137,2015
226 NE 56 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,-42517.67333,21,227496.1828,-167496.1828,10695.63624,Miami,Miami-Dade County,60000,33137,2015
5602 NE 3 AV,25.827281,-80.19005,1.7,20.4,11,102517.6733,-46517.67333,21,227496.1828,-171496.1828,10695.63624,Miami,Miami-Dade County,56000,33137,2014
5203 Fisher Island Drive,25.762349,-80.148337,13.9,166.8,11,102517.6733,18847482.33,21,227496.1828,18722503.82,10695.63624,Miami,Miami-Dade County,18950000,33109,2019
5292 Fisher Island Dr,25.763081,-80.148462,14.2,170.4,11,102517.6733,16397482.33,21,227496.1828,16272503.82,10695.63624,Miami,Miami-Dade County,16500000,33109,2019
7073 Fisher Island Dr,25.763345,-80.137005,4,48,11,102517.6733,15797482.33,21,227496.1828,15672503.82,10695.63624,Miami Beach,Miami-Dade County,15900000,33109,2019
7143 Fisher Island Drive,25.762742,-80.135973,13.9,166.8,11,102517.6733,14797482.33,21,227496.1828,14672503.82,10695.63624,Miami Beach,Miami-Dade County,14900000,33109,2019
7412 Fisher Island Dr,25.761705,-80.135689,5,60,11,102517.6733,13897482.33,21,227496.1828,13772503.82,10695.63624,Fisher Island,Miami-Dade County,14000000,33109,2018
7964 Fisher Island Dr,25.75887,-80.137159,13.4,160.8,11,102517.6733,13797482.33,21,227496.1828,13672503.82,10695.63624,Miami Beach,Miami-Dade County,13900000,33109,2019
7764 Fisher Island Dr,25.760509,-80.136691,4.3,51.6,11,102517.6733,13797482.33,21,227496.1828,13672503.82,10695.63624,Miami Beach,Miami-Dade County,13900000,33109,2019
7083 Fisher Island Dr,25.763345,-80.137005,2.4,28.8,11,102517.6733,13797482.33,21,227496.1828,13672503.82,10695.63624,Miami Beach,Miami-Dade County,13900000,33109,2019
7774 Fisher Island Dr,25.760509,-80.136691,3.1,37.2,11,102517.6733,12847482.33,21,227496.1828,12722503.82,10695.63624,Miami,Miami-Dade County,12950000,33109,2019
7716 FISHER ISLAND DR,25.760509,-80.136691,0.3,3.6,11,102517.6733,12847482.33,21,227496.1828,12722503.82,10695.63624,Miami,Miami-Dade County,12950000,33109,2015
5171 Fisher Island Dr,25.762013,-80.147746,0.3,3.6,11,102517.6733,12797482.33,21,227496.1828,12672503.82,10695.63624,Miami Beach,Miami-Dade County,12900000,33109,2018
7233 Fisher Island Dr,25.762291,-80.134711,13.9,166.8,11,102517.6733,12797482.33,21,227496.1828,12672503.82,10695.63624,Miami Beach,Miami-Dade County,12900000,33109,2017
5242 Fisher Island Dr,25.762734,-80.148466,0.1,1.2,11,102517.6733,11897482.33,21,227496.1828,11772503.82,10695.63624,Miami Beach,Miami-Dade County,12000000,33109,2019
7882 Fisher Island Dr,25.75974,-80.137181,2.1,25.2,11,102517.6733,11896482.33,21,227496.1828,11771503.82,10695.63624,Miami Beach,Miami-Dade County,11999000,33109,2019
5112 Fisher Island Dr,25.762003,-80.147743,3.4,40.8,11,102517.6733,11892482.33,21,227496.1828,11767503.82,10695.63624,Miami Beach,Miami-Dade County,11995000,33109,2019
7223 Fisher Island Dr,25.762291,-80.134711,5,60,11,102517.6733,11847482.33,21,227496.1828,11722503.82,10695.63624,Miami Beach,Miami-Dade County,11950000,33109,2019
7785 Fisher Island Dr,25.760509,-80.136691,2.6,31.2,11,102517.6733,9847482.327,21,227496.1828,9722503.817,10695.63624,Miami Beach,Miami-Dade County,9950000,33109,2019
7471 Fisher Island Dr,25.761705,-80.135689,13.9,166.8,11,102517.6733,9647482.327,21,227496.1828,9522503.817,10695.63624,Fisher Island,Miami-Dade County,9750000,33109,2018
7046 Fisher Island Dr,25.763345,-80.137005,4.4,52.8,11,102517.6733,8397482.327,21,227496.1828,8272503.817,10695.63624,Miami Beach,Miami-Dade County,8500000,33109,2018
7072 Fisher Island Drive,25.763345,-80.137005,8,96,11,102517.6733,8397482.327,21,227496.1828,8272503.817,10695.63624,Fisher Island,Miami-Dade County,8500000,33109,2018
5012 Fisher Island Dr,25.761471,-80.146999,13.9,166.8,11,102517.6733,8392482.327,21,227496.1828,8267503.817,10695.63624,Fisher Island,Miami-Dade County,8495000,33109,2019
7600 Fisher Island Dr,25.761239,-80.136518,3,36,11,102517.6733,7847482.327,21,227496.1828,7722503.817,10695.63624,Fisher Island,Miami-Dade County,7950000,33109,2019
7482 Fisher Island Dr,25.761705,-80.135689,7.1,85.2,11,102517.6733,7847482.327,21,227496.1828,7722503.817,10695.63624,Miami Beach,Miami-Dade County,7950000,33109,2019
5284 Fisher Island Dr,25.763038,-80.148468,3.9,46.8,11,102517.6733,7697482.327,21,227496.1828,7572503.817,10695.63624,Miami Beach,Miami-Dade County,7800000,33109,2017
5231 Fisher Island Dr,25.762593,-80.148548,5,60,11,102517.6733,6897481.327,21,227496.1828,6772502.817,10695.63624,Fisher Island,Miami-Dade County,6999999,33109,2018
7151 Fisher Island Dr,25.762742,-80.135973,7.1,85.2,11,102517.6733,6886482.327,21,227496.1828,6761503.817,10695.63624,Miami Beach,Miami-Dade County,6989000,33109,2019
5234 Fisher Island Dr,25.762649,-80.148442,13.9,166.8,11,102517.6733,6797482.327,21,227496.1828,6672503.817,10695.63624,Miami Beach,Miami-Dade County,6900000,33109,2018
7441 Fisher Island Dr,25.761705,-80.135689,2.9,34.8,11,102517.6733,6647482.327,21,227496.1828,6522503.817,10695.63624,Miami Beach,Miami-Dade County,6750000,33109,2019
5342 Fisher Island Dr,25.763616,-80.148591,7.1,85.2,11,102517.6733,6647482.327,21,227496.1828,6522503.817,10695.63624,Miami,Miami-Dade County,6750000,33109,2018
5212 Fisher Island Drive Drive,25.762375,-80.148223,2.8,33.6,11,102517.6733,6397482.327,21,227496.1828,6272503.817,10695.63624,Miami Beach,Miami-Dade County,6500000,33109,2018
7842 FISHER ISLAND DR,25.75974,-80.137181,0.3,3.6,11,102517.6733,6396482.327,21,227496.1828,6271503.817,10695.63624,Fisher Island,Miami-Dade County,6499000,33109,2018
7121 Fisher Island Dr,25.762742,-80.135973,9.1,109.2,11,102517.6733,5847482.327,21,227496.1828,5722503.817,10695.63624,Fisher Island,Miami-Dade County,5950000,33109,2018
7055 Fisher Island Dr,25.763345,-80.137005,2.4,28.8,11,102517.6733,5797482.327,21,227496.1828,5672503.817,10695.63624,Fisher Island,Miami-Dade County,5900000,33109,2018
7122 Fisher Island Dr,25.762742,-80.135973,1,12,11,102517.6733,5597482.327,21,227496.1828,5472503.817,10695.63624,Fisher Island,Miami-Dade County,5700000,33109,2019
7861 Fisher Island Dr,25.75974,-80.137181,5,60,11,102517.6733,5397482.327,21,227496.1828,5272503.817,10695.63624,Miami Beach,Miami-Dade County,5500000,33109,2019
7600 Fisher Island Dr,25.761239,-80.136518,3.6,43.2,11,102517.6733,5397482.327,21,227496.1828,5272503.817,10695.63624,Miami Beach,Miami-Dade County,5500000,33109,2019
7245 Fisher Island Dr,25.762291,-80.134711,13.9,166.8,11,102517.6733,4897482.327,21,227496.1828,4772503.817,10695.63624,Miami Beach,Miami-Dade County,5000000,33109,2018
5123 Fisher Island Drive,25.762013,-80.147743,1.9,22.8,11,102517.6733,4847482.327,21,227496.1828,4722503.817,10695.63624,Miami,Miami-Dade County,4950000,33109,2018
4622 Fisher Island Dr,25.760891,-80.144842,3.6,43.2,11,102517.6733,4647482.327,21,227496.1828,4522503.817,10695.63624,Fisher Island,Miami-Dade County,4750000,33109,2019
5131 Fisher Island Dr,25.762016,-80.147745,3.6,43.2,11,102517.6733,4592482.327,21,227496.1828,4467503.817,10695.63624,Miami Beach,Miami-Dade County,4695000,33109,2019
7442 Fisher Island Dr,25.761705,-80.135689,0.9,10.8,11,102517.6733,4396482.327,21,227496.1828,4271503.817,10695.63624,Miami Beach,Miami-Dade County,4499000,33109,2018
7745 fisher island drive,25.760509,-80.136691,5,60,11,102517.6733,3872482.327,21,227496.1828,3747503.817,10695.63624,Miami Beach,Miami-Dade County,3975000,33109,2018
7600 Fisher Island Dr,25.761239,-80.136518,7.5,90,11,102517.6733,3747482.327,21,227496.1828,3622503.817,10695.63624,Fisher Island,Miami-Dade County,3850000,33109,2019
7455 Fisher Island Dr,25.761705,-80.135689,0.8,9.6,11,102517.6733,3747482.327,21,227496.1828,3622503.817,10695.63624,Miami,Miami-Dade County,3850000,33109,2019
5024 Fisher Island Dr,25.76147,-80.146995,5,60,11,102517.6733,3747482.327,21,227496.1828,3622503.817,10695.63624,Miami Beach,Miami-Dade County,3850000,33109,2018
5246 Fisher Island Dr,25.762816,-80.148474,0.3,3.6,11,102517.6733,3697482.327,21,227496.1828,3572503.817,10695.63624,Fisher Island,Miami-Dade County,3800000,33109,2018
7761 FISHER ISLAND DR,25.760509,-80.136691,13.9,166.8,11,102517.6733,3647482.327,21,227496.1828,3522503.817,10695.63624,Miami Beach,Miami-Dade County,3750000,33109,2019
7633 fisher island drive,25.762706,-80.144003,5,60,11,102517.6733,3597482.327,21,227496.1828,3472503.817,10695.63624,Miami Beach,Miami-Dade County,3700000,33109,2019
7751 Fisher Island Dr,25.760509,-80.136691,3.6,43.2,11,102517.6733,3547482.327,21,227496.1828,3422503.817,10695.63624,Miami,Miami-Dade County,3650000,33109,2019
7632 Fisher Island,25.75942,-80.13794,0.4,4.8,11,102517.6733,3497482.327,21,227496.1828,3372503.817,10695.63624,Fisher Island,Miami-Dade County,3600000,33109,2019
2031 Fisher Island Dr,25.757878,-80.141445,9.1,109.2,11,102517.6733,3245482.327,21,227496.1828,3120503.817,10695.63624,Miami,Miami-Dade County,3348000,33109,2019
2426 Fisher Island Dr,25.759096,-80.14389,0.3,3.6,11,102517.6733,2897482.327,21,227496.1828,2772503.817,10695.63624,Miami Beach,Miami-Dade County,3000000,33109,2016
2024 Fisher Island Dr,25.757888,-80.141448,1.8,21.6,11,102517.6733,2894482.327,21,227496.1828,2769503.817,10695.63624,Miami Beach,Miami-Dade County,2997000,33109,2019
4631 Fisher Island Dr,25.760882,-80.144844,7.5,90,11,102517.6733,2892482.327,21,227496.1828,2767503.817,10695.63624,Miami Beach,Miami-Dade County,2995000,33109,2018
19151 Fisher Island,25.757377,-80.138925,5,60,11,102517.6733,2797482.327,21,227496.1828,2672503.817,10695.63624,Miami Beach,Miami-Dade County,2900000,33109,2018
4943 FISHER ISLAND DR,25.76106,-80.146264,7.1,85.2,11,102517.6733,2797482.327,21,227496.1828,2672503.817,10695.63624,Fisher Island,Miami-Dade County,2900000,33109,2018
19236 FISHER ISLAND DR,25.757763,-80.138306,7.1,85.2,11,102517.6733,2747482.327,21,227496.1828,2622503.817,10695.63624,Fisher Island,Miami-Dade County,2850000,33109,2013
2418 Fisher Island Dr,25.759095,-80.143869,7.1,85.2,11,102517.6733,2692482.327,21,227496.1828,2567503.817,10695.63624,Miami Beach,Miami-Dade County,2795000,33109,2019
2233 Fisher Island Dr,25.758391,-80.142388,3,36,11,102517.6733,2686482.327,21,227496.1828,2561503.817,10695.63624,Fisher Island,Miami-Dade County,2789000,33109,2019
7936 Fisher Island Dr,25.758868,-80.137155,13.9,166.8,11,102517.6733,2592482.327,21,227496.1828,2467503.817,10695.63624,Fisher Island,Miami-Dade County,2695000,33109,2019
7942 Fisher Island Dr,25.75887,-80.137159,13.9,166.8,11,102517.6733,2547482.327,21,227496.1828,2422503.817,10695.63624,Miami,Miami-Dade County,2650000,33109,2018
19243 Fisher Island Dr,25.75777,-80.138306,5,60,11,102517.6733,2487482.327,21,227496.1828,2362503.817,10695.63624,Miami Beach,Miami-Dade County,2590000,33109,2019
2221 FISHER ISLAND DR,25.758393,-80.142398,5,60,11,102517.6733,2447482.327,21,227496.1828,2322503.817,10695.63624,Fisher Island,Miami-Dade County,2550000,33109-75,2018
2026 Fisher Island Dr,25.757885,-80.141445,0.5,6,11,102517.6733,2387482.327,21,227496.1828,2262503.817,10695.63624,Fisher Island,Miami-Dade County,2490000,33109,2019
19216 Fisher Island Dr,25.757768,-80.138302,3.4,40.8,11,102517.6733,2297482.327,21,227496.1828,2172503.817,10695.63624,Fisher Island,Miami-Dade County,2400000,33109,2019
2111 Fisher Island Dr,25.758418,-80.141673,3,36,11,102517.6733,2297482.327,21,227496.1828,2172503.817,10695.63624,Miami Beach,Miami-Dade County,2400000,33109,2017
19112 Fisher Island Dr,25.757384,-80.138925,3.1,37.2,11,102517.6733,2147482.327,21,227496.1828,2022503.817,10695.63624,Miami Beach,Miami-Dade County,2250000,33109,2019
